"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Gabapentin|Plasma (Peripheral Venous Blood) [µmol/l]"
62,54,8.510213
62,57,9.244745
62,60,9.977032
62,63,10.70464
62,66,11.42537
62,69,12.1372
62,72,12.83829
62,75,13.52697
62,78,14.20172
62,81,14.86113
62,84,15.50397
62,87,16.12911
62,90,16.73553
62,93,17.32234
62,96,17.88878
62,99,18.4342
62,102,18.95806
62,105,19.45994
62,108,19.93954
62,111,20.39665
62,114,20.8312
62,117,21.24321
62,120,21.63283
62,135,23.25635
62,150,24.39024
62,165,25.1286
62,180,25.57331
62,195,25.81474
62,210,25.92307
62,225,25.9479
62,240,25.92187
62,255,25.86539
62,270,25.79073
62,285,25.70509
62,300,25.6127
62,315,25.51604
62,330,25.41665
62,345,25.31549
62,360,25.21318
62,375,25.11017
62,390,25.00675
62,405,24.90317
62,420,24.79957
62,435,24.69609
62,450,24.59282
62,465,24.48984
62,480,24.3872
62,495,24.28493
62,510,24.18309
62,525,24.08169
62,540,23.98075
62,555,23.88029
62,570,23.7803
62,585,23.68082
62,600,23.58183
62,615,23.48334
62,630,23.38535
62,645,23.28787
62,660,23.19089
62,675,23.09441
62,690,22.99843
62,705,22.90295
62,720,22.80796
62,735,22.71346
62,750,22.61944
62,765,22.52591
62,780,22.43286
62,795,22.34027
62,810,22.24817
62,825,22.15652
62,840,22.06534
62,855,21.97461
62,870,21.88433
62,885,21.79451
62,900,21.70513
62,915,21.61618
62,930,21.52768
62,945,21.4396
62,960,21.35195
62,975,21.26472
62,990,21.17791
62,1005,21.09152
62,1020,21.00554
62,1035,20.91996
62,1050,20.83478
62,1065,20.75
62,1080,20.66562
62,1095,20.58163
62,1110,20.49803
62,1125,20.41481
62,1140,20.33197
62,1155,20.2495
62,1170,20.16741
62,1185,20.08569
62,1200,20.00433
62,1215,19.92334
62,1230,19.8427
62,1245,19.76242
62,1260,19.6825
62,1275,19.60292
62,1290,19.52369
62,1305,19.44481
62,1320,19.36627
62,1335,19.28806
62,1350,19.21019
62,1365,19.13265
62,1380,19.05544
62,1395,18.97856
62,1410,18.902
62,1425,18.82576
62,1440,18.74984
62,1455,18.67424
62,1470,18.59895
62,1485,18.52398
62,1500,18.44931
62,1515,18.37495
62,1530,18.3009
62,1545,18.22714
62,1560,18.15369
62,1575,18.08054
62,1590,18.00768
62,1605,17.93511
62,1620,17.86284
62,1635,17.79086
62,1650,17.71916
62,1665,17.64775
62,1680,17.57663
62,1695,17.50579
62,1710,17.43522
62,1725,17.36494
62,1740,17.29494
62,1755,17.22521
62,1770,17.15575
62,1785,17.08657
62,1800,17.01765
62,1815,16.94901
62,1830,16.88063
62,1845,16.81252
62,1860,16.74467
62,1875,16.67708
62,1890,16.60976
62,1905,16.5427
62,1920,16.47589
62,1935,16.40935
62,1950,16.34306
62,1965,16.27702
62,1980,16.21124
62,1995,16.14571
62,2010,16.08043
62,2025,16.0154
62,2040,15.95062
62,2055,15.88609
62,2070,15.8218
62,2085,15.75776
62,2100,15.69396
62,2115,15.63041
62,2130,15.56709
62,2145,15.50402
62,2160,15.44119
62,2175,15.3786
62,2190,15.31624
62,2205,15.25412
62,2220,15.19224
62,2235,15.13059
62,2250,15.06918
62,2265,15.008
62,2280,14.94705
62,2295,14.88633
62,2310,14.82585
62,2325,14.76559
62,2340,14.70556
62,2355,14.64576
62,2370,14.58619
62,2385,14.52684
62,2400,14.46772
62,2415,14.40882
62,2430,14.35014
62,2445,14.29169
62,2460,14.23346
62,2475,14.17545
62,2490,14.11766
62,2505,14.06009
62,2520,14.00274
62,2535,13.94561
62,2550,13.8887
62,2565,13.832
62,2580,13.77552
62,2595,13.71925
62,2610,13.6632
62,2625,13.60736
62,2640,13.55174
62,2655,13.49632
62,2670,13.44112
62,2685,13.38613
62,2700,13.33135
62,2715,13.27678
62,2730,13.22242
62,2745,13.16827
62,2760,13.11433
62,2775,13.06059
62,2790,13.00706
62,2805,12.95373
62,2820,12.90061
62,2835,12.8477
62,2850,12.79498
62,2865,12.74247
62,2880,12.69017
62,2895,12.63806
62,2910,12.58616
62,2925,12.53446
62,2940,12.48295
62,2955,12.43165
62,2970,12.38055
62,2985,12.32964
62,3000,12.27893
62,3015,12.22842
62,3030,12.1781
62,3045,12.12798
62,3060,12.07805
62,3075,12.02832
62,3090,11.97879
62,3105,11.92944
62,3120,11.88029
62,3135,11.83133
62,3150,11.78256
62,3165,11.73398
62,3180,11.6856
62,3195,11.6374
62,3210,11.58939
62,3225,11.54157
62,3240,11.49394
62,3255,11.44649
62,3270,11.39924
62,3285,11.35216
62,3300,11.30528
62,3315,11.25857
62,3330,11.21206
62,3345,11.16572
62,3360,11.11957
62,3375,11.0736
62,3390,11.02781
62,3405,10.98221
62,3420,10.93679
62,3435,10.89154
62,3450,10.84648
62,3465,10.80159
62,3480,10.75688
62,3495,10.71235
62,3510,10.668
62,3525,10.62382
62,3540,10.57982
62,3555,10.536
62,3570,10.49235
62,3585,10.44888
62,3600,10.40557
62,3615,10.36245
62,3630,10.31949
62,3645,10.27671
62,3660,10.2341
62,3675,10.19166
62,3690,10.14938
62,3705,10.10728
62,3720,10.06535
62,3735,10.02359
62,3750,9.981994
62,3765,9.940566
62,3780,9.899305
62,3795,9.858211
62,3810,9.817282
62,3825,9.776518
62,3840,9.735919
62,3855,9.695484
62,3870,9.655212
62,3885,9.615104
62,3900,9.575157
62,3915,9.535372
62,3930,9.495749
62,3945,9.456285
62,3960,9.416983
62,3975,9.37784
62,3990,9.338855
62,4005,9.300029
62,4020,9.261361
62,4035,9.22285
62,4050,9.184496
62,4065,9.146297
62,4080,9.108254
62,4095,9.070367
