"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Atenolol|Plasma (Peripheral Venous Blood) [µmol/l]"
0,942,2.173424
0,948,2.167632
0,954,2.161858
0,960,2.156102
0,966,2.150365
0,972,2.144646
0,978,2.138944
0,984,2.133261
0,990,2.127596
0,996,2.121948
0,1002,2.116318
0,1008,2.110706
0,1014,2.105111
0,1020,2.099533
0,1026,2.093973
0,1032,2.08843
0,1038,2.082905
0,1044,2.077396
0,1050,2.071904
0,1056,2.06643
0,1062,2.060972
0,1068,2.055531
0,1074,2.050107
0,1080,2.044699
0,1086,2.039308
0,1092,2.033933
0,1098,2.028575
0,1104,2.023233
0,1110,2.017907
0,1116,2.012597
0,1122,2.007304
0,1128,2.002026
0,1134,1.996765
0,1140,1.991519
0,1146,1.986289
0,1152,1.981075
0,1158,1.975877
0,1164,1.970694
0,1170,1.965527
0,1176,1.960375
0,1182,1.955238
0,1188,1.950117
0,1194,1.945011
0,1200,1.93992
0,1206,1.934844
0,1212,1.929784
0,1218,1.924738
0,1224,1.919707
0,1230,1.914691
0,1236,1.90969
0,1242,1.904703
0,1248,1.899731
0,1254,1.894774
0,1260,1.889831
0,1266,1.884903
0,1272,1.879989
0,1278,1.875089
0,1284,1.870204
0,1290,1.865332
0,1296,1.860475
0,1302,1.855632
0,1308,1.850803
0,1314,1.845988
0,1320,1.841187
0,1326,1.836399
0,1332,1.831625
0,1338,1.826865
0,1344,1.822119
0,1350,1.817386
0,1356,1.812667
0,1362,1.807961
0,1368,1.803269
0,1374,1.79859
0,1380,1.793924
0,1386,1.789271
0,1392,1.784632
0,1398,1.780006
0,1404,1.775393
0,1410,1.770792
0,1416,1.766205
0,1422,1.761631
0,1428,1.757069
0,1434,1.752521
0,1440,1.747985
0,1446,1.743465
0,1452,1.739347
0,1458,1.73958
0,1464,1.756221
0,1470,1.806946
0,1476,1.907045
0,1482,2.063373
0,1488,2.273298
0,1494,2.527204
0,1500,2.812012
0,1506,3.114123
0,1512,3.421206
0,1518,3.723
0,1524,4.011445
0,1530,4.280479
0,1536,4.525712
0,1542,4.744109
0,1548,4.933731
0,1554,5.093564
0,1560,5.223407
0,1566,5.323813
0,1572,5.396052
0,1578,5.442056
0,1584,5.46434
0,1590,5.465883
0,1596,5.449959
0,1602,5.419954
0,1608,5.379179
0,1614,5.330713
0,1620,5.27728
0,1626,5.221181
0,1632,5.164273
0,1638,5.107979
0,1644,5.053335
0,1650,5.001043
0,1656,4.951534
0,1662,4.905024
0,1668,4.861571
0,1674,4.82112
0,1680,4.783536
0,1686,4.748637
0,1692,4.716214
0,1698,4.686048
0,1704,4.657919
0,1710,4.631618
0,1716,4.606945
0,1722,4.583718
0,1728,4.56177
0,1734,4.540953
0,1740,4.521133
0,1746,4.502193
0,1752,4.484029
0,1758,4.46655
0,1764,4.449677
0,1770,4.433342
0,1776,4.417483
0,1782,4.40205
0,1788,4.386996
0,1794,4.372282
0,1800,4.357874
0,1806,4.343742
0,1812,4.32986
0,1818,4.316206
0,1824,4.30276
0,1830,4.289503
0,1836,4.276422
0,1842,4.263501
0,1848,4.25073
0,1854,4.238097
0,1860,4.225593
0,1866,4.213209
0,1872,4.200938
0,1878,4.188774
0,1884,4.176709
0,1890,4.164738
0,1896,4.152856
0,1902,4.141059
0,1908,4.129343
0,1914,4.117702
0,1920,4.106136
0,1926,4.094638
0,1932,4.083208
0,1938,4.071842
0,1944,4.060538
0,1950,4.049294
0,1956,4.038106
0,1962,4.026974
0,1968,4.015896
0,1974,4.004869
0,1980,3.993894
0,1986,3.982967
0,1992,3.972087
0,1998,3.961255
0,2004,3.950467
0,2010,3.939724
0,2016,3.929024
0,2022,3.918366
0,2028,3.90775
0,2034,3.897174
0,2040,3.886639
0,2046,3.876142
0,2052,3.865685
0,2058,3.855264
0,2064,3.844882
0,2070,3.834536
0,2076,3.824226
0,2082,3.813952
0,2088,3.803714
0,2094,3.793511
0,2100,3.783342
0,2106,3.773207
0,2112,3.763106
0,2118,3.753038
0,2124,3.743003
0,2130,3.733001
0,2136,3.723032
0,2142,3.713095
0,2148,3.70319
0,2154,3.693316
0,2160,3.683474
0,2166,3.673663
0,2172,3.663883
0,2178,3.654134
0,2184,3.644415
0,2190,3.634726
0,2196,3.625068
0,2202,3.615439
0,2208,3.605841
0,2214,3.596272
0,2220,3.586732
0,2226,3.577221
0,2232,3.56774
0,2238,3.558287
0,2244,3.548863
0,2250,3.539468
0,2256,3.530101
0,2262,3.520763
0,2268,3.511452
0,2274,3.50217
0,2280,3.492915
0,2286,3.483689
0,2292,3.474489
0,2298,3.465318
0,2304,3.456173
0,2310,3.447056
0,2316,3.437966
0,2322,3.428902
0,2328,3.419866
0,2334,3.410856
0,2340,3.401873
0,2346,3.392917
0,2352,3.383986
0,2358,3.375082
0,2364,3.366204
0,2370,3.357352
0,2376,3.348526
0,2382,3.339726
0,2388,3.330952
0,2394,3.322203
0,2400,3.313479
0,2406,3.304781
0,2412,3.296108
0,2418,3.28746
0,2424,3.278837
0,2430,3.270239
0,2436,3.261666
0,2442,3.253118
0,2448,3.244594
0,2454,3.236095
0,2460,3.22762
0,2466,3.21917
0,2472,3.210744
0,2478,3.202342
0,2484,3.193963
0,2490,3.185609
0,2496,3.177279
0,2502,3.168972
0,2508,3.160689
0,2514,3.15243
0,2520,3.144194
0,2526,3.135981
0,2532,3.127792
0,2538,3.119626
0,2544,3.111482
0,2550,3.103362
0,2556,3.095265
0,2562,3.08719
0,2568,3.079139
0,2574,3.07111
0,2580,3.063103
0,2586,3.055119
0,2592,3.047157
0,2598,3.039217
0,2604,3.0313
0,2610,3.023405
0,2616,3.015531
0,2622,3.00768
0,2628,2.999851
0,2634,2.992043
0,2640,2.984257
0,2646,2.976492
0,2652,2.968749
0,2658,2.961027
0,2664,2.953327
0,2670,2.945648
0,2676,2.93799
0,2682,2.930354
0,2688,2.922738
0,2694,2.915143
0,2700,2.907569
0,2706,2.900016
0,2712,2.892483
0,2718,2.884971
0,2724,2.87748
0,2730,2.870009
0,2736,2.862559
0,2742,2.855129
0,2748,2.847719
0,2754,2.840329
0,2760,2.832959
0,2766,2.825609
0,2772,2.81828
0,2778,2.81097
0,2784,2.80368
0,2790,2.796409
0,2796,2.789159
0,2802,2.781927
0,2808,2.774716
0,2814,2.767523
0,2820,2.76035
0,2826,2.753197
0,2832,2.746063
0,2838,2.738947
0,2844,2.731851
0,2850,2.724774
0,2856,2.717716
0,2862,2.710676
0,2868,2.703655
0,2874,2.696654
0,2880,2.689671
0,2886,2.68271
0,2892,2.676156
0,2898,2.67396
0,2904,2.688178
0,2910,2.736486
0,2916,2.834178
0,2922,2.988107
0,2928,3.195647
0,2934,3.447179
0,2940,3.729628
0,2946,4.029391
0,2952,4.334139
0,2958,4.633609
0,2964,4.919741
0,2970,5.186471
0,2976,5.429409
0,2982,5.645516
0,2988,5.832857
0,2994,5.990414
0,3000,6.117985
0,3006,6.216125
0,3012,6.2861
0,3018,6.329843
0,3024,6.349871
0,3030,6.34916
0,3036,6.330985
0,3042,6.298732
0,3048,6.255712
0,3054,6.205003
0,3060,6.149331
0,3066,6.090997
0,3072,6.031856
0,3078,5.973334
0,3084,5.916466
0,3090,5.861955
0,3096,5.81023
0,3102,5.76151
0,3108,5.715852
0,3114,5.6732
0,3120,5.63342
0,3126,5.596329
0,3132,5.561721
0,3138,5.529374
0,3144,5.49907
0,3150,5.470598
0,3156,5.443759
0,3162,5.418372
0,3168,5.394269
0,3174,5.371302
0,3180,5.349337
0,3186,5.328257
0,3192,5.307958
0,3198,5.28835
0,3204,5.269352
0,3210,5.250897
0,3216,5.232924
0,3222,5.215381
0,3228,5.198223
0,3234,5.181409
0,3240,5.164907
0,3246,5.148686
0,3252,5.13272
0,3258,5.116986
0,3264,5.101465
0,3270,5.08614
0,3276,5.070993
0,3282,5.056013
0,3288,5.041187
0,3294,5.026504
0,3300,5.011955
0,3306,4.997532
0,3312,4.983226
0,3318,4.969031
0,3324,4.954941
0,3330,4.940949
0,3336,4.927052
0,3342,4.913244
0,3348,4.899522
0,3354,4.88588
0,3360,4.872317
0,3366,4.858828
0,3372,4.845411
0,3378,4.832063
0,3384,4.818781
0,3390,4.805564
0,3396,4.792409
0,3402,4.779314
0,3408,4.766277
0,3414,4.753297
0,3420,4.740373
0,3426,4.727501
0,3432,4.714683
0,3438,4.701915
0,3444,4.689197
0,3450,4.676528
0,3456,4.663908
0,3462,4.651334
0,3468,4.638806
0,3474,4.626323
0,3480,4.613885
0,3486,4.601491
0,3492,4.58914
0,3498,4.576831
0,3504,4.564565
0,3510,4.55234
0,3516,4.540155
0,3522,4.528011
0,3528,4.515906
0,3534,4.503842
0,3540,4.491816
0,3546,4.479829
0,3552,4.46788
0,3558,4.455969
0,3564,4.444096
0,3570,4.43226
0,3576,4.42046
0,3582,4.408698
0,3588,4.396971
0,3594,4.385282
0,3600,4.373627
0,3606,4.362009
0,3612,4.350425
0,3618,4.338877
0,3624,4.327364
0,3630,4.315885
0,3636,4.304441
0,3642,4.293032
0,3648,4.281656
0,3654,4.270314
0,3660,4.259006
0,3666,4.247732
0,3672,4.236491
0,3678,4.225283
0,3684,4.214108
0,3690,4.202966
0,3696,4.191856
0,3702,4.18078
0,3708,4.169735
0,3714,4.158723
0,3720,4.147743
0,3726,4.136796
0,3732,4.125879
0,3738,4.114995
0,3744,4.104142
0,3750,4.09332
0,3756,4.08253
0,3762,4.071771
0,3768,4.061043
0,3774,4.050346
0,3780,4.039679
0,3786,4.029043
0,3792,4.018438
0,3798,4.007863
0,3804,3.997318
0,3810,3.986804
0,3816,3.976319
0,3822,3.965864
0,3828,3.955439
0,3834,3.945044
0,3840,3.934678
0,3846,3.924342
0,3852,3.914035
0,3858,3.903757
0,3864,3.893508
0,3870,3.883288
0,3876,3.873097
0,3882,3.862935
0,3888,3.852801
0,3894,3.842696
0,3900,3.832619
0,3906,3.822571
0,3912,3.812551
0,3918,3.802559
0,3924,3.792594
0,3930,3.782658
0,3936,3.77275
0,3942,3.762869
0,3948,3.753015
0,3954,3.74319
0,3960,3.733391
0,3966,3.72362
0,3972,3.713876
0,3978,3.704159
0,3984,3.694468
0,3990,3.684805
0,3996,3.675169
0,4002,3.665559
0,4008,3.655975
0,4014,3.646419
0,4020,3.636888
0,4026,3.627384
0,4032,3.617906
0,4038,3.608454
0,4044,3.599027
0,4050,3.589627
0,4056,3.580253
0,4062,3.570904
0,4068,3.561581
0,4074,3.552283
0,4080,3.543011
0,4086,3.533764
0,4092,3.524543
0,4098,3.515346
0,4104,3.506175
0,4110,3.497028
0,4116,3.487906
0,4122,3.478809
0,4128,3.469737
0,4134,3.46069
0,4140,3.451666
0,4146,3.442668
0,4152,3.433693
0,4158,3.424743
0,4164,3.415817
0,4170,3.406915
0,4176,3.398038
0,4182,3.389184
0,4188,3.380354
0,4194,3.371547
0,4200,3.362765
0,4206,3.354005
0,4212,3.34527
0,4218,3.336558
0,4224,3.327869
0,4230,3.319203
0,4236,3.310561
0,4242,3.301941
0,4248,3.293345
0,4254,3.284772
0,4260,3.276221
0,4266,3.267694
0,4272,3.259188
0,4278,3.250706
0,4284,3.242246
0,4290,3.233809
0,4296,3.225394
0,4302,3.217001
0,4308,3.208631
0,4314,3.200282
0,4320,3.191956
0,4326,3.183656
0,4332,3.175765
0,4338,3.172237
0,4344,3.185125
0,4350,3.232109
0,4356,3.32848
0,4362,3.481095
0,4368,3.687327
0,4374,3.937558
0,4380,4.218712
0,4386,4.517189
0,4392,4.820656
0,4398,5.118852
0,4404,5.403716
0,4410,5.669183
0,4416,5.910862
0,4422,6.125716
0,4428,6.311806
0,4434,6.468115
0,4440,6.594442
0,4446,6.69134
0,4452,6.760077
0,4458,6.802582
0,4464,6.821374
0,4470,6.81943
0,4476,6.800023
0,4482,6.766539
0,4488,6.722291
0,4494,6.670356
0,4500,6.61346
0,4506,6.553903
0,4512,6.493542
0,4518,6.433802
0,4524,6.375719
0,4530,6.319994
0,4536,6.267059
0,4542,6.217132
0,4548,6.170269
0,4554,6.126414
0,4560,6.085435
0,4566,6.047149
0,4572,6.011347
0,4578,5.977809
0,4584,5.946318
0,4590,5.916662
0,4596,5.888642
0,4602,5.862076
0,4608,5.836797
0,4614,5.812657
0,4620,5.789523
0,4626,5.767276
0,4632,5.745814
0,4638,5.725045
0,4644,5.704889
0,4650,5.685279
0,4656,5.666154
0,4662,5.647462
0,4668,5.629158
0,4674,5.611201
0,4680,5.593558
0,4686,5.576199
0,4692,5.559098
0,4698,5.542233
0,4704,5.525583
0,4710,5.509131
0,4716,5.492861
0,4722,5.476761
0,4728,5.460817
0,4734,5.445019
0,4740,5.429358
0,4746,5.413826
0,4752,5.398414
0,4758,5.383115
0,4764,5.367924
0,4770,5.352835
0,4776,5.337842
0,4782,5.322942
0,4788,5.30813
0,4794,5.293402
0,4800,5.278754
0,4806,5.264184
0,4812,5.249688
0,4818,5.235264
0,4824,5.22091
0,4830,5.206622
0,4836,5.192399
0,4842,5.178239
0,4848,5.16414
0,4854,5.150101
0,4860,5.136119
0,4866,5.122194
0,4872,5.108324
0,4878,5.094507
0,4884,5.080743
0,4890,5.067031
0,4896,5.053369
0,4902,5.039757
0,4908,5.026194
0,4914,5.012678
0,4920,4.99921
0,4926,4.985788
0,4932,4.972412
0,4938,4.959081
0,4944,4.945795
0,4950,4.932552
0,4956,4.919353
0,4962,4.906197
0,4968,4.893084
0,4974,4.880012
0,4980,4.866982
0,4986,4.853993
0,4992,4.841045
0,4998,4.828138
0,5004,4.81527
0,5010,4.802443
0,5016,4.789655
0,5022,4.776906
0,5028,4.764196
0,5034,4.751525
0,5040,4.738892
0,5046,4.726297
0,5052,4.71374
0,5058,4.701221
0,5064,4.688739
0,5070,4.676294
0,5076,4.663886
0,5082,4.651515
0,5088,4.639181
0,5094,4.626883
0,5100,4.614621
0,5106,4.602395
0,5112,4.590205
0,5118,4.57805
0,5124,4.565931
0,5130,4.553848
0,5136,4.5418
0,5142,4.529786
0,5148,4.517807
0,5154,4.505863
0,5160,4.493954
0,5166,4.482079
0,5172,4.470238
0,5178,4.458431
0,5184,4.446658
0,5190,4.434919
0,5196,4.423213
0,5202,4.411541
0,5208,4.399903
0,5214,4.388297
0,5220,4.376725
0,5226,4.365186
0,5232,4.353679
0,5238,4.342206
0,5244,4.330764
0,5250,4.319355
0,5256,4.307979
0,5262,4.296635
0,5268,4.285323
0,5274,4.274043
0,5280,4.262794
0,5286,4.251577
0,5292,4.240392
0,5298,4.229239
0,5304,4.218116
0,5310,4.207026
0,5316,4.195965
0,5322,4.184937
0,5328,4.173938
0,5334,4.162971
0,5340,4.152034
0,5346,4.141129
0,5352,4.130253
0,5358,4.119407
0,5364,4.108592
0,5370,4.097807
0,5376,4.087052
0,5382,4.076327
0,5388,4.065631
0,5394,4.054965
0,5400,4.044329
0,5406,4.033722
0,5412,4.023145
0,5418,4.012596
0,5424,4.002077
0,5430,3.991587
0,5436,3.981126
0,5442,3.970693
0,5448,3.960289
0,5454,3.949914
0,5460,3.939567
0,5466,3.929249
0,5472,3.918959
0,5478,3.908697
0,5484,3.898463
0,5490,3.888258
0,5496,3.878079
0,5502,3.867929
0,5508,3.857807
0,5514,3.847712
0,5520,3.837645
0,5526,3.827605
0,5532,3.817592
0,5538,3.807607
0,5544,3.797648
0,5550,3.787717
0,5556,3.777813
0,5562,3.767935
0,5568,3.758085
0,5574,3.74826
0,5580,3.738463
0,5586,3.728692
0,5592,3.718947
0,5598,3.709228
0,5604,3.699536
0,5610,3.68987
0,5616,3.680229
0,5622,3.670615
0,5628,3.661026
0,5634,3.651464
0,5640,3.641927
0,5646,3.632415
0,5652,3.622929
0,5658,3.613468
0,5664,3.604033
0,5670,3.594623
0,5676,3.585238
0,5682,3.575878
0,5688,3.566543
0,5694,3.557233
0,5700,3.547947
0,5706,3.538687
0,5712,3.529451
0,5718,3.520239
0,5724,3.511052
0,5730,3.50189
0,5736,3.492752
0,5742,3.483638
0,5748,3.474548
0,5754,3.465482
0,5760,3.45644
0,5766,3.447426
0,5772,3.438823
0,5778,3.434585
0,5784,3.446765
0,5790,3.493043
0,5796,3.588711
0,5802,3.740626
0,5808,3.946161
0,5814,4.195699
0,5820,4.476164
0,5826,4.773955
0,5832,5.076741
0,5838,5.374259
0,5844,5.658448
0,5850,5.923242
0,5856,6.164252
0,5862,6.378438
0,5868,6.563863
0,5874,6.719509
0,5880,6.845173
0,5886,6.941411
0,5892,7.009487
0,5898,7.051334
0,5904,7.069469
0,5910,7.066869
0,5916,7.046807
0,5922,7.012669
0,5928,6.967768
0,5934,6.915181
0,5940,6.857633
0,5946,6.797427
0,5952,6.736417
0,5958,6.67603
0,5964,6.617301
0,5970,6.560932
0,5976,6.507354
0,5982,6.456785
0,5988,6.409282
0,5994,6.364789
0,6000,6.323173
0,6006,6.284251
0,6012,6.247816
0,6018,6.213646
0,6024,6.181525
0,6030,6.151239
0,6036,6.122592
0,6042,6.0954
0,6048,6.069498
0,6054,6.044736
0,6060,6.020981
0,6066,5.998115
0,6072,5.976035
0,6078,5.95465
0,6084,5.93388
0,6090,5.913658
0,6096,5.893921
0,6102,5.87462
0,6108,5.855707
0,6114,5.837144
0,6120,5.818897
0,6126,5.800935
0,6132,5.783232
0,6138,5.765767
0,6144,5.748518
0,6150,5.731469
0,6156,5.714604
0,6162,5.69791
0,6168,5.681374
0,6174,5.664985
0,6180,5.648736
0,6186,5.632615
0,6192,5.616617
0,6198,5.600733
0,6204,5.584959
0,6210,5.569288
0,6216,5.553716
0,6222,5.538237
0,6228,5.522848
0,6234,5.507544
0,6240,5.492322
0,6246,5.47718
0,6252,5.462113
0,6258,5.447119
0,6264,5.432197
0,6270,5.417342
0,6276,5.402554
0,6282,5.387831
0,6288,5.373169
0,6294,5.358569
0,6300,5.344028
0,6306,5.329545
0,6312,5.315118
0,6318,5.300747
0,6324,5.28643
0,6330,5.272166
0,6336,5.257953
0,6342,5.243792
0,6348,5.229681
0,6354,5.21562
0,6360,5.201606
0,6366,5.187641
0,6372,5.173723
0,6378,5.159852
0,6384,5.146026
0,6390,5.132246
0,6396,5.118511
0,6402,5.10482
0,6408,5.091172
0,6414,5.077569
0,6420,5.064008
0,6426,5.05049
0,6432,5.037014
0,6438,5.02358
0,6444,5.010188
0,6450,4.996836
0,6456,4.983526
0,6462,4.970256
0,6468,4.957026
0,6474,4.943837
0,6480,4.930686
0,6486,4.917576
0,6492,4.904505
0,6498,4.891473
0,6504,4.878479
0,6510,4.865524
0,6516,4.852608
0,6522,4.839729
0,6528,4.826889
0,6534,4.814085
0,6540,4.80132
0,6546,4.788592
0,6552,4.775901
0,6558,4.763247
0,6564,4.75063
0,6570,4.73805
0,6576,4.725505
0,6582,4.712997
0,6588,4.700526
0,6594,4.68809
0,6600,4.67569
0,6606,4.663326
0,6612,4.650997
0,6618,4.638704
0,6624,4.626446
0,6630,4.614223
0,6636,4.602034
0,6642,4.589881
0,6648,4.577762
0,6654,4.565678
0,6660,4.553628
0,6666,4.541612
0,6672,4.529631
0,6678,4.517683
0,6684,4.505769
0,6690,4.493889
0,6696,4.482042
0,6702,4.470229
0,6708,4.458449
0,6714,4.446702
0,6720,4.434989
0,6726,4.423308
0,6732,4.411661
0,6738,4.400045
0,6744,4.388463
0,6750,4.376913
0,6756,4.365395
0,6762,4.353909
0,6768,4.342456
0,6774,4.331034
0,6780,4.319645
0,6786,4.308287
0,6792,4.29696
0,6798,4.285666
0,6804,4.274402
0,6810,4.26317
0,6816,4.251969
0,6822,4.240799
0,6828,4.22966
0,6834,4.218552
0,6840,4.207474
0,6846,4.196427
0,6852,4.185411
0,6858,4.174425
0,6864,4.163469
0,6870,4.152544
0,6876,4.141648
0,6882,4.130783
0,6888,4.119947
0,6894,4.109141
0,6900,4.098364
0,6906,4.087618
0,6912,4.0769
0,6918,4.066212
0,6924,4.055553
0,6930,4.044924
0,6936,4.034323
0,6942,4.023751
0,6948,4.013208
0,6954,4.002694
0,6960,3.992208
0,6966,3.981751
0,6972,3.971322
0,6978,3.960922
0,6984,3.950549
0,6990,3.940205
0,6996,3.929889
0,7002,3.919601
0,7008,3.909341
0,7014,3.899108
0,7020,3.888903
0,7026,3.878726
0,7032,3.868576
0,7038,3.858453
0,7044,3.848357
0,7050,3.838289
0,7056,3.828248
0,7062,3.818234
0,7068,3.808247
0,7074,3.798286
0,7080,3.788352
0,7086,3.778445
0,7092,3.768565
0,7098,3.758711
0,7104,3.748883
0,7110,3.739081
0,7116,3.729306
0,7122,3.719557
0,7128,3.709833
0,7134,3.700136
0,7140,3.690464
0,7146,3.680819
0,7152,3.671198
0,7158,3.661604
0,7164,3.652035
0,7170,3.642491
0,7176,3.632973
0,7182,3.62348
0,7188,3.614012
0,7194,3.604569
0,7200,3.595151
0,7206,3.585762
0,7212,3.576785
0,7218,3.572174
0,7224,3.583982
0,7230,3.629889
0,7236,3.725188
0,7242,3.876735
0,7248,4.081904
0,7254,4.331078
0,7260,4.611181
0,7266,4.908612
0,7272,5.21104
0,7278,5.508202
0,7284,5.792036
0,7290,6.056477
0,7296,6.297135
0,7302,6.510971
0,7308,6.696045
0,7314,6.851343
0,7320,6.97666
0,7326,7.07255
0,7332,7.140281
0,7338,7.181782
0,7344,7.199572
0,7350,7.196627
0,7356,7.176221
0,7362,7.14174
0,7368,7.096496
0,7374,7.043566
0,7380,6.985677
0,7386,6.925129
0,7392,6.86378
0,7398,6.803052
0,7404,6.743984
0,7410,6.687277
0,7416,6.633361
0,7422,6.582455
0,7428,6.534616
0,7434,6.489789
0,7440,6.447838
0,7446,6.408583
0,7452,6.371815
0,7458,6.337314
0,7464,6.304861
0,7470,6.274246
0,7476,6.24527
0,7482,6.21775
0,7488,6.19152
0,7494,6.166431
0,7500,6.142351
0,7506,6.11916
0,7512,6.096756
0,7518,6.075047
0,7524,6.053956
0,7530,6.033412
0,7536,6.013355
0,7542,5.993733
0,7548,5.974502
0,7554,5.95562
0,7560,5.937056
0,7566,5.918777
0,7572,5.900759
0,7578,5.882979
0,7584,5.865417
0,7590,5.848054
0,7596,5.830877
0,7602,5.813871
0,7608,5.797024
0,7614,5.780326
0,7620,5.763767
0,7626,5.747338
0,7632,5.731033
0,7638,5.714843
0,7644,5.698763
0,7650,5.682787
0,7656,5.66691
0,7662,5.651128
0,7668,5.635436
0,7674,5.619831
0,7680,5.604308
0,7686,5.588865
0,7692,5.573499
0,7698,5.558207
0,7704,5.542986
0,7710,5.527834
0,7716,5.51275
0,7722,5.497731
0,7728,5.482775
0,7734,5.467881
0,7740,5.453047
0,7746,5.438271
0,7752,5.423553
0,7758,5.408891
0,7764,5.394283
0,7770,5.379729
0,7776,5.365229
0,7782,5.35078
0,7788,5.336381
0,7794,5.322033
0,7800,5.307735
0,7806,5.293485
0,7812,5.279283
0,7818,5.265128
0,7824,5.251019
0,7830,5.236958
0,7836,5.222941
0,7842,5.20897
0,7848,5.195043
0,7854,5.18116
0,7860,5.167322
0,7866,5.153526
0,7872,5.139774
0,7878,5.126064
0,7884,5.112396
0,7890,5.09877
0,7896,5.085186
0,7902,5.071643
0,7908,5.058141
0,7914,5.04468
0,7920,5.031259
0,7926,5.017878
0,7932,5.004538
0,7938,4.991237
0,7944,4.977975
0,7950,4.964753
0,7956,4.95157
0,7962,4.938425
0,7968,4.925319
0,7974,4.912251
0,7980,4.899222
0,7986,4.886231
0,7992,4.873278
0,7998,4.860362
0,8004,4.847484
0,8010,4.834643
0,8016,4.821839
0,8022,4.809072
0,8028,4.796342
0,8034,4.783649
0,8040,4.770992
0,8046,4.758372
0,8052,4.745788
0,8058,4.733239
0,8064,4.720726
0,8070,4.70825
0,8076,4.695809
0,8082,4.683403
0,8088,4.671033
0,8094,4.658698
0,8100,4.646398
0,8106,4.634132
0,8112,4.621902
0,8118,4.609706
0,8124,4.597545
0,8130,4.585418
0,8136,4.573325
0,8142,4.561266
0,8148,4.549242
0,8154,4.537251
0,8160,4.525293
0,8166,4.51337
0,8172,4.50148
0,8178,4.489623
0,8184,4.477799
0,8190,4.466008
0,8196,4.454251
0,8202,4.442526
0,8208,4.430834
0,8214,4.419175
0,8220,4.407547
0,8226,4.395953
0,8232,4.384391
0,8238,4.37286
0,8244,4.361362
0,8250,4.349896
0,8256,4.338461
0,8262,4.327059
0,8268,4.315688
0,8274,4.304348
0,8280,4.293039
0,8286,4.281762
0,8292,4.270515
0,8298,4.2593
0,8304,4.248116
0,8310,4.236962
0,8316,4.22584
0,8322,4.214747
0,8328,4.203685
0,8334,4.192654
0,8340,4.181653
0,8346,4.170681
0,8352,4.15974
0,8358,4.148829
0,8364,4.137948
0,8370,4.127096
0,8376,4.116274
0,8382,4.105481
0,8388,4.094718
0,8394,4.083984
0,8400,4.073279
0,8406,4.062604
0,8412,4.051957
