"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Acebutolol|Plasma (Peripheral Venous Blood) [µmol/l]"
8,78,0.6356958
8,81,0.6648511
8,84,0.6918841
8,87,0.7168024
8,90,0.7396347
8,93,0.7604275
8,96,0.7792422
8,99,0.7961506
8,102,0.8112326
8,105,0.8245742
8,108,0.8362664
8,111,0.8464041
8,114,0.8550849
8,117,0.8624064
8,120,0.8684641
8,135,0.8830313
8,150,0.8790455
8,165,0.8648699
8,180,0.8462285
8,195,0.8265625
8,210,0.8076249
8,225,0.7899897
8,240,0.7734219
8,255,0.7570301
8,270,0.7391109
8,285,0.7164352
8,300,0.6827639
8,315,0.630958
8,330,0.5728477
8,345,0.5291322
8,360,0.4971853
8,375,0.4705284
8,390,0.4466199
8,405,0.4246072
8,420,0.4041187
8,435,0.3849344
8,450,0.3669004
8,465,0.3499009
8,480,0.3338437
8,495,0.3186538
8,510,0.3042682
8,525,0.290633
8,540,0.2777005
8,555,0.2654288
8,570,0.2537796
8,585,0.2427179
8,600,0.2322117
8,615,0.2222311
8,630,0.2127483
8,645,0.203737
8,660,0.1951728
8,675,0.1870325
8,690,0.1792942
8,705,0.1719372
8,720,0.164942
8,735,0.15829
8,750,0.1519636
8,765,0.1459462
8,780,0.140222
8,795,0.1347758
8,810,0.1295936
8,825,0.1246617
8,840,0.1199674
8,855,0.1154983
8,870,0.1112431
8,885,0.1071907
8,900,0.1033307
8,915,0.09965316
8,930,0.09614876
8,945,0.09280858
8,960,0.08962417
8,975,0.08658752
8,990,0.08369101
8,1005,0.08092743
8,1020,0.07828993
8,1035,0.07577203
8,1050,0.07336757
8,1065,0.0710707
8,1080,0.0688759
8,1095,0.0667779
8,1110,0.06477174
8,1125,0.06285269
8,1140,0.06101628
8,1155,0.05925826
8,1170,0.05757463
8,1185,0.05596157
8,1200,0.05441547
8,1215,0.05293292
8,1230,0.05151067
8,1245,0.05014565
8,1260,0.04883496
8,1275,0.04757584
8,1290,0.04636569
8,1305,0.04520202
8,1320,0.04408252
8,1335,0.04300496
8,1350,0.04196724
8,1365,0.04096738
8,1380,0.0400035
8,1395,0.03907382
8,1410,0.03817666
8,1425,0.03731041
8,1440,0.03647359
9,0,0
9,3,2.522109E-05
9,6,0.0008734132
9,9,0.005496014
9,12,0.01859928
9,15,0.04528926
9,18,0.0897181
9,21,0.1541742
9,24,0.2386404
9,27,0.3407795
9,30,0.4563395
9,33,0.5798814
9,36,0.7056266
9,39,0.8281941
9,42,0.9430984
9,45,1.046962
9,48,1.137539
9,51,1.21362
9,54,1.274866
9,57,1.321628
9,60,1.354764
9,63,1.375486
9,66,1.385215
9,69,1.38547
9,72,1.377785
9,75,1.363633
9,78,1.344391
9,81,1.321303
9,84,1.295467
9,87,1.267832
9,90,1.239194
9,93,1.210213
9,96,1.181415
9,99,1.153213
9,102,1.125919
9,105,1.099755
9,108,1.074874
9,111,1.051366
9,114,1.029274
9,117,1.008601
9,120,0.9893213
9,135,0.9116688
9,150,0.8577754
9,165,0.8176188
9,180,0.782726
9,195,0.7443907
9,210,0.6901921
9,225,0.6180755
9,240,0.5588731
9,255,0.5180622
9,270,0.4855049
9,285,0.4568839
9,300,0.430855
9,315,0.4068741
9,330,0.3846319
9,345,0.3639145
9,360,0.3445591
9,375,0.3264357
9,390,0.3094367
9,405,0.2934714
9,420,0.2784609
9,435,0.2643363
9,450,0.251036
9,465,0.2385046
9,480,0.226692
9,495,0.215552
9,510,0.2050423
9,525,0.1951239
9,540,0.1857606
9,555,0.1769186
9,570,0.1685664
9,585,0.1606748
9,600,0.1532162
9,615,0.1461651
9,630,0.1394971
9,645,0.1331899
9,660,0.1272221
9,675,0.1215739
9,690,0.1162265
9,705,0.1111624
9,720,0.106365
9,735,0.1018189
9,750,0.09750946
9,765,0.09342294
9,780,0.08954647
9,795,0.08586793
9,810,0.08237591
9,825,0.07905971
9,840,0.07590925
9,855,0.07291505
9,870,0.07006821
9,885,0.06736036
9,900,0.06478361
9,915,0.06233057
9,930,0.05999427
9,945,0.05776815
9,960,0.05564609
9,975,0.05362227
9,990,0.05169126
9,1005,0.04984793
9,1020,0.04808749
9,1035,0.04640539
9,1050,0.04479739
9,1065,0.04325948
9,1080,0.04178789
9,1095,0.04037908
9,1110,0.03902973
9,1125,0.0377367
9,1140,0.03649703
9,1155,0.03530796
9,1170,0.03416688
9,1185,0.03307132
9,1200,0.03201898
9,1215,0.03100767
9,1230,0.03003535
9,1245,0.02910009
9,1260,0.02820007
9,1275,0.02733358
9,1290,0.026499
9,1305,0.02569481
9,1320,0.02491958
9,1335,0.02417196
9,1350,0.02345067
9,1365,0.02275452
9,1380,0.02208235
9,1395,0.02143312
9,1410,0.02080579
9,1425,0.02019943
9,1440,0.01961312
10,0,0
10,3,3.490252E-06
10,6,0.0001503968
10,9,0.001422074
10,12,0.007065279
10,15,0.02218653
10,18,0.04987827
10,21,0.08866325
10,24,0.1343607
10,27,0.1830296
10,30,0.2321462
10,33,0.2803674
10,36,0.3269988
10,39,0.3716044
10,42,0.4138324
10,45,0.4533673
10,48,0.4899403
10,51,0.5233536
10,54,0.5534952
10,57,0.5803455
10,60,0.6039726
10,63,0.6245163
10,66,0.6421707
10,69,0.6571701
10,72,0.6697701
10,75,0.6802341
10,78,0.6888243
10,81,0.6957925
10,84,0.701373
10,87,0.705781
10,90,0.7092109
10,93,0.7118344
10,96,0.7138023
10,99,0.7152451
10,102,0.7162745
10,105,0.7169854
10,108,0.7174574
10,111,0.7177566
10,114,0.7179376
10,117,0.7180447
10,120,0.7181135
10,135,0.7186732
10,150,0.7204965
10,165,0.7236696
10,180,0.7276642
10,195,0.731743
10,210,0.7349953
10,225,0.736068
10,240,0.7322193
10,255,0.7156488
10,270,0.6604852
10,285,0.5673349
10,300,0.5115938
10,315,0.4779659
10,330,0.4510854
10,345,0.4273238
10,360,0.4056717
10,375,0.3857043
10,390,0.3671744
10,405,0.3499105
10,420,0.3337824
10,435,0.3186864
10,450,0.3045357
10,465,0.2912568
10,480,0.2787853
10,495,0.2670642
